,id,longitude,latitude,time,tmean,tmax,tmin,ppt,Timestamp,Year,Month,Day,DOY,NDVI,GD,GDD
14,19810115,-101.84941486172414,43.941226869999014,348321600000,-0.5430000424385071,6.709000110626221,-7.796999931335449,0.0,1981-01-14,1981,1,14,14,,0.0,0.0
15,19810116,-101.84941486172414,43.941226869999014,348408000000,-8.144000053405762,-6.986000061035156,-9.303999900817871,0.8579999804496765,1981-01-15,1981,1,15,15,,0.0,0.0
16,19810117,-101.84941486172414,43.941226869999014,348494400000,-11.336000442504883,-5.361000061035156,-17.312999725341797,0.0,1981-01-16,1981,1,16,16,,0.0,0.0
17,19810118,-101.84941486172414,43.941226869999014,348580800000,-2.947000026702881,4.804999828338623,-10.699000358581543,0.0,1981-01-17,1981,1,17,17,,0.0,0.0
18,19810119,-101.84941486172414,43.941226869999014,348667200000,2.377000093460083,10.892000198364258,-6.13700008392334,0.0,1981-01-18,1981,1,18,18,,0.0,0.0
19,19810120,-101.84941486172414,43.941226869999014,348753600000,-0.2880000174045563,10.067999839782715,-10.644000053405762,0.0,1981-01-19,1981,1,19,19,,0.0,0.0
20,19810121,-101.84941486172414,43.941226869999014,348840000000,-2.430000066757202,6.138000011444092,-10.99899959564209,0.0,1981-01-20,1981,1,20,20,,0.0,0.0
21,19810122,-101.84941486172414,43.941226869999014,348926400000,4.429000377655029,15.142000198364258,-6.283999919891357,0.0,1981-01-21,1981,1,21,21,,0.0,0.0
22,19810123,-101.84941486172414,43.941226869999014,349012800000,4.394000053405762,13.972000122070312,-5.182000160217285,0.0,1981-01-22,1981,1,22,22,,0.0,0.0
23,19810124,-101.84941486172414,43.941226869999014,349099200000,7.37000036239624,18.14699935913086,-3.4049999713897705,0.0,1981-01-23,1981,1,23,23,,2.3700003623962402,2.3700003623962402
24,19810125,-101.84941486172414,43.941226869999014,349185600000,7.333000183105469,16.756999969482422,-2.0889999866485596,0.0,1981-01-24,1981,1,24,24,,2.3330001831054688,4.703000545501709
25,19810126,-101.84941486172414,43.941226869999014,349272000000,-1.3570001125335693,2.5820000171661377,-5.297999858856201,0.0,1981-01-25,1981,1,25,25,,0.0,4.703000545501709
26,19810127,-101.84941486172414,43.941226869999014,349358400000,-3.2430002689361572,4.089000225067139,-10.57699966430664,0.0,1981-01-26,1981,1,26,26,,0.0,4.703000545501709
27,19810128,-101.84941486172414,43.941226869999014,349444800000,-3.370000123977661,3.3450000286102295,-10.086000442504883,0.0,1981-01-27,1981,1,27,27,,0.0,4.703000545501709
28,19810129,-101.84941486172414,43.941226869999014,349531200000,-8.696000099182129,-6.164000034332275,-11.229999542236328,0.0,1981-01-28,1981,1,28,28,,0.0,4.703000545501709
29,19810130,-101.84941486172414,43.941226869999014,349617600000,-7.849000453948975,-4.910999774932861,-10.788999557495117,0.32199999690055847,1981-01-29,1981,1,29,29,,0.0,4.703000545501709
30,19810131,-101.84941486172414,43.941226869999014,349704000000,-3.6010000705718994,1.468000054359436,-8.670000076293945,0.0,1981-01-30,1981,1,30,30,,0.0,4.703000545501709
31,19810201,-101.84941486172414,43.941226869999014,349790400000,-8.157000541687012,-3.2880001068115234,-13.027000427246094,0.0,1981-01-31,1981,1,31,31,,0.0,4.703000545501709
32,19810202,-101.84941486172414,43.941226869999014,349876800000,-13.290000915527344,-9.588000297546387,-16.992000579833984,0.0,1981-02-01,1981,2,1,32,,0.0,4.703000545501709
33,19810203,-101.84941486172414,43.941226869999014,349963200000,-10.992000579833984,-5.730999946594238,-16.253000259399414,0.0,1981-02-02,1981,2,2,33,,0.0,4.703000545501709
34,19810204,-101.84941486172414,43.941226869999014,350049600000,-10.800000190734863,-2.2860000133514404,-19.315000534057617,0.0,1981-02-03,1981,2,3,34,,0.0,4.703000545501709
35,19810205,-101.84941486172414,43.941226869999014,350136000000,-7.672000408172607,2.2839999198913574,-17.628999710083008,0.0,1981-02-04,1981,2,4,35,,0.0,4.703000545501709
36,19810206,-101.84941486172414,43.941226869999014,350222400000,-7.353000164031982,-0.5360000133514404,-14.17199993133545,0.0,1981-02-05,1981,2,5,36,,0.0,4.703000545501709
37,19810207,-101.84941486172414,43.941226869999014,350308800000,-4.746000289916992,3.7909998893737793,-13.284000396728516,0.0,1981-02-06,1981,2,6,37,,0.0,4.703000545501709
38,19810208,-101.84941486172414,43.941226869999014,350395200000,-14.80000114440918,-7.744999885559082,-21.856000900268555,0.0,1981-02-07,1981,2,7,38,,0.0,4.703000545501709
39,19810209,-101.84941486172414,43.941226869999014,350481600000,-10.106000900268555,-1.1610000133514404,-19.051000595092773,0.0,1981-02-08,1981,2,8,39,,0.0,4.703000545501709
40,19810210,-101.84941486172414,43.941226869999014,350568000000,-19.025001525878906,-13.305999755859375,-24.7450008392334,1.5160000324249268,1981-02-09,1981,2,9,40,,0.0,4.703000545501709
41,19810211,-101.84941486172414,43.941226869999014,350654400000,-22.74300193786621,-18.240999221801758,-27.246000289916992,0.0,1981-02-10,1981,2,10,41,,0.0,4.703000545501709
42,19810212,-101.84941486172414,43.941226869999014,350740800000,-15.102001190185547,-6.988999843597412,-23.216999053955078,0.0,1981-02-11,1981,2,11,42,,0.0,4.703000545501709
43,19810213,-101.84941486172414,43.941226869999014,350827200000,-4.855000019073486,2.4240000247955322,-12.135000228881836,0.0,1981-02-12,1981,2,12,43,,0.0,4.703000545501709
44,19810214,-101.84941486172414,43.941226869999014,350913600000,5.327000141143799,14.605999946594238,-3.9509999752044678,0.0,1981-02-13,1981,2,13,44,,0.32700014114379883,5.030000686645508
45,19810215,-101.84941486172414,43.941226869999014,351000000000,8.78700065612793,15.244000434875488,2.3299999237060547,0.0,1981-02-14,1981,2,14,45,,3.7870006561279297,8.817001342773438
46,19810216,-101.84941486172414,43.941226869999014,351086400000,8.27500057220459,14.66100025177002,1.8899999856948853,0.0,1981-02-15,1981,2,15,46,,3.27500057220459,12.092001914978027
47,19810217,-101.84941486172414,43.941226869999014,351172800000,6.418000221252441,15.04699993133545,-2.2100000381469727,0.0,1981-02-16,1981,2,16,47,,1.4180002212524414,13.510002136230469
48,19810218,-101.84941486172414,43.941226869999014,351259200000,5.599000453948975,13.060999870300293,-1.8619999885559082,0.0,1981-02-17,1981,2,17,48,,0.5990004539489746,14.109002590179443
49,19810219,-101.84941486172414,43.941226869999014,351345600000,7.685000419616699,15.362000465393066,0.008999999612569809,0.0,1981-02-18,1981,2,18,49,,2.685000419616699,16.794003009796143
50,19810220,-101.84941486172414,43.941226869999014,351432000000,8.25100040435791,15.706000328063965,0.796999990940094,0.0,1981-02-19,1981,2,19,50,,3.25100040435791,20.045003414154053
51,19810221,-101.84941486172414,43.941226869999014,351518400000,5.703000068664551,12.236000061035156,-0.8299999833106995,0.0,1981-02-20,1981,2,20,51,,0.7030000686645508,20.748003482818604
52,19810222,-101.84941486172414,43.941226869999014,351604800000,3.5240001678466797,11.3149995803833,-4.264999866485596,0.0,1981-02-21,1981,2,21,52,,0.0,20.748003482818604
53,19810223,-101.84941486172414,43.941226869999014,351691200000,3.4040000438690186,11.557000160217285,-4.748000144958496,0.0,1981-02-22,1981,2,22,53,,0.0,20.748003482818604
54,19810224,-101.84941486172414,43.941226869999014,351777600000,3.567000150680542,13.211999893188477,-6.077000141143799,0.0,1981-02-23,1981,2,23,54,,0.0,20.748003482818604
55,19810225,-101.84941486172414,43.941226869999014,351864000000,4.894000053405762,16.257999420166016,-6.4679999351501465,0.0,1981-02-24,1981,2,24,55,,0.0,20.748003482818604
56,19810226,-101.84941486172414,43.941226869999014,351950400000,2.7710001468658447,11.656000137329102,-6.113999843597412,0.0,1981-02-25,1981,2,25,56,,0.0,20.748003482818604
57,19810227,-101.84941486172414,43.941226869999014,352036800000,2.0440001487731934,7.573999881744385,-3.4839999675750732,0.0,1981-02-26,1981,2,26,57,,0.0,20.748003482818604
58,19810228,-101.84941486172414,43.941226869999014,352123200000,2.7360000610351562,9.022000312805176,-3.5490000247955322,0.0,1981-02-27,1981,2,27,58,,0.0,20.748003482818604
59,19810301,-101.84941486172414,43.941226869999014,352209600000,-1.1110000610351562,6.260000228881836,-8.482000350952148,0.0,1981-02-28,1981,2,28,59,,0.0,20.748003482818604
60,19810302,-101.84941486172414,43.941226869999014,352296000000,-0.16700001060962677,11.142000198364258,-11.477999687194824,0.0,1981-03-01,1981,3,1,60,,0.0,20.748003482818604
61,19810303,-101.84941486172414,43.941226869999014,352382400000,0.8860000371932983,13.291999816894531,-11.519000053405762,0.0,1981-03-02,1981,3,2,61,,0.0,20.748003482818604
62,19810304,-101.84941486172414,43.941226869999014,352468800000,3.329000234603882,13.184000015258789,-6.52400016784668,0.0,1981-03-03,1981,3,3,62,,0.0,20.748003482818604
63,19810305,-101.84941486172414,43.941226869999014,352555200000,-0.734000027179718,8.98900032043457,-10.458999633789062,0.0,1981-03-04,1981,3,4,63,,0.0,20.748003482818604
64,19810306,-101.84941486172414,43.941226869999014,352641600000,1.91100013256073,14.045999526977539,-10.222000122070312,0.0,1981-03-05,1981,3,5,64,,0.0,20.748003482818604
65,19810307,-101.84941486172414,43.941226869999014,352728000000,-3.9150002002716064,2.4070000648498535,-10.23799991607666,0.0,1981-03-06,1981,3,6,65,,0.0,20.748003482818604
66,19810308,-101.84941486172414,43.941226869999014,352814400000,-1.1970000267028809,8.07699966430664,-10.472999572753906,0.0,1981-03-07,1981,3,7,66,,0.0,20.748003482818604
67,19810309,-101.84941486172414,43.941226869999014,352900800000,3.6620001792907715,14.23900032043457,-6.914000034332275,0.0,1981-03-08,1981,3,8,67,,0.0,20.748003482818604
68,19810310,-101.84941486172414,43.941226869999014,352987200000,1.8750001192092896,11.468999862670898,-7.7179999351501465,0.0,1981-03-09,1981,3,9,68,,0.0,20.748003482818604
69,19810311,-101.84941486172414,43.941226869999014,353073600000,0.8830000162124634,12.003000259399414,-10.236000061035156,0.0,1981-03-10,1981,3,10,69,,0.0,20.748003482818604
70,19810312,-101.84941486172414,43.941226869999014,353160000000,4.154000282287598,16.591999053955078,-8.281999588012695,0.0,1981-03-11,1981,3,11,70,,0.0,20.748003482818604
71,19810313,-101.84941486172414,43.941226869999014,353246400000,2.2820000648498535,14.815999984741211,-10.251999855041504,0.0,1981-03-12,1981,3,12,71,,0.0,20.748003482818604
72,19810314,-101.84941486172414,43.941226869999014,353332800000,2.328000068664551,13.072999954223633,-8.416000366210938,0.0,1981-03-13,1981,3,13,72,,0.0,20.748003482818604
73,19810315,-101.84941486172414,43.941226869999014,353419200000,8.892000198364258,21.253000259399414,-3.4679999351501465,0.0,1981-03-14,1981,3,14,73,,3.892000198364258,24.64000368118286
74,19810316,-101.84941486172414,43.941226869999014,353505600000,3.8970000743865967,15.890000343322754,-8.095000267028809,0.0,1981-03-15,1981,3,15,74,,0.0,24.64000368118286
75,19810317,-101.84941486172414,43.941226869999014,353592000000,10.863000869750977,21.552000045776367,0.17499999701976776,0.0,1981-03-16,1981,3,16,75,,5.863000869750977,30.503004550933838
76,19810318,-101.84941486172414,43.941226869999014,353678400000,-2.119000196456909,9.272000312805176,-13.51200008392334,0.0,1981-03-17,1981,3,17,76,,0.0,30.503004550933838
77,19810319,-101.84941486172414,43.941226869999014,353764800000,0.48000001907348633,9.746999740600586,-8.78600025177002,0.0,1981-03-18,1981,3,18,77,,0.0,30.503004550933838
78,19810320,-101.84941486172414,43.941226869999014,353851200000,2.6030001640319824,9.82800006866455,-4.620999813079834,0.0,1981-03-19,1981,3,19,78,,0.0,30.503004550933838
79,19810321,-101.84941486172414,43.941226869999014,353937600000,5.343000411987305,12.45199966430664,-1.7649999856948853,0.0,1981-03-20,1981,3,20,79,,0.3430004119873047,30.846004962921143
80,19810322,-101.84941486172414,43.941226869999014,354024000000,0.30300000309944153,9.348999977111816,-8.741000175476074,0.0,1981-03-21,1981,3,21,80,,0.0,30.846004962921143
81,19810323,-101.84941486172414,43.941226869999014,354110400000,3.4670002460479736,14.845000267028809,-7.910999774932861,0.0,1981-03-22,1981,3,22,81,,0.0,30.846004962921143
82,19810324,-101.84941486172414,43.941226869999014,354196800000,6.590000152587891,18.014999389648438,-4.834000110626221,0.0,1981-03-23,1981,3,23,82,,1.5900001525878906,32.43600511550903
83,19810325,-101.84941486172414,43.941226869999014,354283200000,6.062000274658203,16.867000579833984,-4.742000102996826,0.0,1981-03-24,1981,3,24,83,,1.0620002746582031,33.498005390167236
84,19810326,-101.84941486172414,43.941226869999014,354369600000,6.455000400543213,17.788000106811523,-4.876999855041504,0.0,1981-03-25,1981,3,25,84,,1.455000400543213,34.95300579071045
85,19810327,-101.84941486172414,43.941226869999014,354456000000,6.163000106811523,13.645000457763672,-1.3179999589920044,0.0,1981-03-26,1981,3,26,85,,1.1630001068115234,36.11600589752197
86,19810328,-101.84941486172414,43.941226869999014,354542400000,9.595000267028809,17.93000030517578,1.2610000371932983,3.4070000648498535,1981-03-27,1981,3,27,86,,4.595000267028809,40.71100616455078
87,19810329,-101.84941486172414,43.941226869999014,354628800000,7.972000598907471,14.48799991607666,1.4570000171661377,0.0,1981-03-28,1981,3,28,87,,2.9720005989074707,43.68300676345825
88,19810330,-101.84941486172414,43.941226869999014,354715200000,5.38700008392334,16.381000518798828,-5.60699987411499,0.0,1981-03-29,1981,3,29,88,,0.38700008392333984,44.07000684738159
89,19810331,-101.84941486172414,43.941226869999014,354801600000,10.66100025177002,19.857999801635742,1.465999960899353,0.0,1981-03-30,1981,3,30,89,,5.6610002517700195,49.73100709915161
90,19810401,-101.84941486172414,43.941226869999014,354888000000,3.3480000495910645,12.486000061035156,-5.789000034332275,0.0,1981-03-31,1981,3,31,90,,0.0,49.73100709915161
91,19810402,-101.84941486172414,43.941226869999014,354974400000,11.949000358581543,22.632999420166016,1.2660000324249268,0.0,1981-04-01,1981,4,1,91,,6.949000358581543,56.680007457733154
92,19810403,-101.84941486172414,43.941226869999014,355060800000,11.922000885009766,20.81999969482422,3.0260000228881836,0.9139999747276306,1981-04-02,1981,4,2,92,,6.922000885009766,63.60200834274292
93,19810404,-101.84941486172414,43.941226869999014,355147200000,5.362000465393066,10.720000267028809,0.004000000189989805,0.0,1981-04-03,1981,4,3,93,,0.3620004653930664,63.964008808135986
94,19810405,-101.84941486172414,43.941226869999014,355233600000,3.6710002422332764,14.006999969482422,-6.664999961853027,0.0,1981-04-04,1981,4,4,94,,0.0,63.964008808135986
95,19810406,-101.84941486172414,43.941226869999014,355320000000,6.504000186920166,14.914999961853027,-1.906999945640564,0.0,1981-04-05,1981,4,5,95,,1.504000186920166,65.46800899505615
96,19810407,-101.84941486172414,43.941226869999014,355406400000,7.767000198364258,17.66200065612793,-2.128000020980835,0.0,1981-04-06,1981,4,6,96,,2.767000198364258,68.23500919342041
97,19810408,-101.84941486172414,43.941226869999014,355492800000,6.187000274658203,15.128000259399414,-2.753000020980835,0.0,1981-04-07,1981,4,7,97,,1.1870002746582031,69.42200946807861
98,19810409,-101.84941486172414,43.941226869999014,355579200000,5.079000473022461,15.786999702453613,-5.626999855041504,0.0,1981-04-08,1981,4,8,98,,0.07900047302246094,69.50100994110107
99,19810410,-101.84941486172414,43.941226869999014,355665600000,13.029000282287598,25.37700080871582,0.6819999814033508,0.0,1981-04-09,1981,4,9,99,,8.029000282287598,77.53001022338867
100,19810411,-101.84941486172414,43.941226869999014,355752000000,10.38900089263916,17.756999969482422,3.0230000019073486,0.0,1981-04-10,1981,4,10,100,,5.38900089263916,82.91901111602783
101,19810412,-101.84941486172414,43.941226869999014,355838400000,5.467000484466553,10.399999618530273,0.5350000262260437,0.0,1981-04-11,1981,4,11,101,,0.46700048446655273,83.38601160049438
102,19810413,-101.84941486172414,43.941226869999014,355924800000,16.00200080871582,27.8799991607666,4.125999927520752,0.0,1981-04-12,1981,4,12,102,,11.00200080871582,94.3880124092102
103,19810414,-101.84941486172414,43.941226869999014,356011200000,1.196000099182129,12.031999588012695,-9.638999938964844,0.0,1981-04-13,1981,4,13,103,,0.0,94.3880124092102
104,19810415,-101.84941486172414,43.941226869999014,356097600000,8.792000770568848,17.57900047302246,0.004999999888241291,0.0,1981-04-14,1981,4,14,104,,3.7920007705688477,98.18001317977905
105,19810416,-101.84941486172414,43.941226869999014,356184000000,13.475000381469727,23.73200035095215,3.2179999351501465,0.0,1981-04-15,1981,4,15,105,,8.475000381469727,106.65501356124878
106,19810417,-101.84941486172414,43.941226869999014,356270400000,18.868000030517578,29.77199935913086,7.965000152587891,0.0,1981-04-16,1981,4,16,106,,13.868000030517578,120.52301359176636
107,19810418,-101.84941486172414,43.941226869999014,356356800000,15.224000930786133,22.83099937438965,7.61899995803833,0.0,1981-04-17,1981,4,17,107,,10.224000930786133,130.7470145225525
108,19810419,-101.84941486172414,43.941226869999014,356443200000,14.4010009765625,26.639999389648438,2.1640000343322754,0.0,1981-04-18,1981,4,18,108,,9.4010009765625,140.148015499115
109,19810420,-101.84941486172414,43.941226869999014,356529600000,10.066000938415527,16.06599998474121,4.067999839782715,0.0,1981-04-19,1981,4,19,109,,5.066000938415527,145.21401643753052
110,19810421,-101.84941486172414,43.941226869999014,356616000000,11.495000839233398,17.40999984741211,5.580999851226807,0.0,1981-04-20,1981,4,20,110,,6.495000839233398,151.70901727676392
111,19810422,-101.84941486172414,43.941226869999014,356702400000,13.717000961303711,22.677000045776367,4.756999969482422,3.5929999351501465,1981-04-21,1981,4,21,111,,8.717000961303711,160.42601823806763
112,19810423,-101.84941486172414,43.941226869999014,356788800000,9.713000297546387,18.584999084472656,0.8429999947547913,0.0,1981-04-22,1981,4,22,112,,4.713000297546387,165.139018535614
113,19810424,-101.84941486172414,43.941226869999014,356875200000,12.510000228881836,24.761999130249023,0.2590000033378601,0.0,1981-04-23,1981,4,23,113,,7.510000228881836,172.64901876449585
114,19810425,-101.84941486172414,43.941226869999014,356961600000,17.509000778198242,29.89900016784668,5.119999885559082,0.0,1981-04-24,1981,4,24,114,,12.509000778198242,185.1580195426941
115,19810426,-101.84941486172414,43.941226869999014,357048000000,18.33300018310547,28.474000930786133,8.192999839782715,0.0,1981-04-25,1981,4,25,115,,13.333000183105469,198.49101972579956
116,19810427,-101.84941486172414,43.941226869999014,357134400000,19.900001525878906,29.062999725341797,10.737000465393066,0.0,1981-04-26,1981,4,26,116,,14.900001525878906,213.39102125167847
117,19810428,-101.84941486172414,43.941226869999014,357220800000,13.939001083374023,22.843000411987305,5.035999774932861,0.0,1981-04-27,1981,4,27,117,,8.939001083374023,222.3300223350525
118,19810429,-101.84941486172414,43.941226869999014,357307200000,15.908000946044922,23.606000900268555,8.211000442504883,0.0,1981-04-28,1981,4,28,118,,10.908000946044922,233.2380232810974
119,19810430,-101.84941486172414,43.941226869999014,357393600000,14.856000900268555,23.763999938964844,5.949999809265137,0.0,1981-04-29,1981,4,29,119,,9.856000900268555,243.09402418136597
120,19810501,-101.84941486172414,43.941226869999014,357480000000,10.434000968933105,23.052000045776367,-2.183000087738037,0.0,1981-04-30,1981,4,30,120,,5.4340009689331055,248.52802515029907
121,19810502,-101.84941486172414,43.941226869999014,357566400000,17.13800048828125,27.457000732421875,6.818999767303467,0.0,1981-05-01,1981,5,1,121,,12.13800048828125,260.6660256385803
122,19810503,-101.84941486172414,43.941226869999014,357652800000,21.259000778198242,31.658000946044922,10.859999656677246,2.686000108718872,1981-05-02,1981,5,2,122,,16.259000778198242,276.92502641677856
123,19810504,-101.84941486172414,43.941226869999014,357739200000,12.664000511169434,17.607999801635742,7.7220001220703125,9.395999908447266,1981-05-03,1981,5,3,123,,7.664000511169434,284.589026927948
124,19810505,-101.84941486172414,43.941226869999014,357825600000,10.066000938415527,17.715999603271484,2.4179999828338623,0.30000001192092896,1981-05-04,1981,5,4,124,,5.066000938415527,289.6550278663635
125,19810506,-101.84941486172414,43.941226869999014,357912000000,13.951000213623047,21.10099983215332,6.802999973297119,0.0,1981-05-05,1981,5,5,125,,8.951000213623047,298.6060280799866
126,19810507,-101.84941486172414,43.941226869999014,357998400000,11.701000213623047,15.479999542236328,7.922999858856201,3.0999999046325684,1981-05-06,1981,5,6,126,,6.701000213623047,305.3070282936096
127,19810508,-101.84941486172414,43.941226869999014,358084800000,7.11400032043457,12.923999786376953,1.3049999475479126,2.816999912261963,1981-05-07,1981,5,7,127,,2.1140003204345703,307.4210286140442
128,19810509,-101.84941486172414,43.941226869999014,358171200000,10.419000625610352,17.701000213623047,3.13700008392334,3.9149999618530273,1981-05-08,1981,5,8,128,,5.419000625610352,312.84002923965454
129,19810510,-101.84941486172414,43.941226869999014,358257600000,4.00600004196167,12.663999557495117,-4.650000095367432,0.0,1981-05-09,1981,5,9,129,,0.0,312.84002923965454
130,19810511,-101.84941486172414,43.941226869999014,358344000000,11.56100082397461,21.540000915527344,1.5820000171661377,3.565000057220459,1981-05-10,1981,5,10,130,,6.561000823974609,319.40103006362915
131,19810512,-101.84941486172414,43.941226869999014,358430400000,12.457000732421875,19.0049991607666,5.910999774932861,4.2820000648498535,1981-05-11,1981,5,11,131,,7.457000732421875,326.858030796051
132,19810513,-101.84941486172414,43.941226869999014,358516800000,7.847000598907471,10.381999969482422,5.313000202178955,0.8460000157356262,1981-05-12,1981,5,12,132,,2.8470005989074707,329.7050313949585
133,19810514,-101.84941486172414,43.941226869999014,358603200000,8.52500057220459,16.753000259399414,0.2980000078678131,0.0,1981-05-13,1981,5,13,133,,3.52500057220459,333.2300319671631
134,19810515,-101.84941486172414,43.941226869999014,358689600000,14.079000473022461,21.687999725341797,6.4710001945495605,0.0,1981-05-14,1981,5,14,134,,9.079000473022461,342.30903244018555
135,19810516,-101.84941486172414,43.941226869999014,358776000000,18.567001342773438,25.76300048828125,11.371000289916992,4.489999771118164,1981-05-15,1981,5,15,135,,13.567001342773438,355.876033782959
136,19810517,-101.84941486172414,43.941226869999014,358862400000,10.872000694274902,12.878000259399414,8.866999626159668,6.620999813079834,1981-05-16,1981,5,16,136,,5.872000694274902,361.7480344772339
137,19810518,-101.84941486172414,43.941226869999014,358948800000,8.835000038146973,10.729999542236328,6.940999984741211,6.379000186920166,1981-05-17,1981,5,17,137,,3.8350000381469727,365.58303451538086
138,19810519,-101.84941486172414,43.941226869999014,359035200000,8.592000007629395,17.777000427246094,-0.5920000076293945,0.0,1981-05-18,1981,5,18,138,,3.5920000076293945,369.17503452301025
139,19810520,-101.84941486172414,43.941226869999014,359121600000,14.033000946044922,21.69499969482422,6.373000144958496,0.0,1981-05-19,1981,5,19,139,,9.033000946044922,378.2080354690552
140,19810521,-101.84941486172414,43.941226869999014,359208000000,17.10500144958496,24.31599998474121,9.895000457763672,0.0,1981-05-20,1981,5,20,140,,12.105001449584961,390.31303691864014
141,19810522,-101.84941486172414,43.941226869999014,359294400000,17.235000610351562,25.402999877929688,9.067999839782715,0.0,1981-05-21,1981,5,21,141,,12.235000610351562,402.5480375289917
142,19810523,-101.84941486172414,43.941226869999014,359380800000,14.640000343322754,20.29199981689453,8.98900032043457,11.156000137329102,1981-05-22,1981,5,22,142,,9.640000343322754,412.18803787231445
143,19810524,-101.84941486172414,43.941226869999014,359467200000,8.82800006866455,15.236000061035156,2.421999931335449,0.8199999928474426,1981-05-23,1981,5,23,143,,3.828000068664551,416.016037940979
144,19810525,-101.84941486172414,43.941226869999014,359553600000,12.081000328063965,18.18000030517578,5.982999801635742,0.27900001406669617,1981-05-24,1981,5,24,144,,7.081000328063965,423.09703826904297
145,19810526,-101.84941486172414,43.941226869999014,359640000000,13.37700080871582,20.63599967956543,6.11899995803833,0.0,1981-05-25,1981,5,25,145,,8.37700080871582,431.4740390777588
146,19810527,-101.84941486172414,43.941226869999014,359726400000,16.194000244140625,21.211999893188477,11.177000045776367,1.7869999408721924,1981-05-26,1981,5,26,146,,11.194000244140625,442.6680393218994
147,19810528,-101.84941486172414,43.941226869999014,359812800000,18.326000213623047,24.66200065612793,11.991000175476074,0.9789999723434448,1981-05-27,1981,5,27,147,,13.326000213623047,455.99403953552246
148,19810529,-101.84941486172414,43.941226869999014,359899200000,18.91400146484375,25.836999893188477,11.991999626159668,0.0,1981-05-28,1981,5,28,148,,13.91400146484375,469.9080410003662
149,19810530,-101.84941486172414,43.941226869999014,359985600000,13.29800033569336,22.73900032043457,3.8580000400543213,0.0,1981-05-29,1981,5,29,149,,8.29800033569336,478.20604133605957
150,19810531,-101.84941486172414,43.941226869999014,360072000000,19.233001708984375,26.708999633789062,11.758999824523926,0.0,1981-05-30,1981,5,30,150,,14.233001708984375,492.43904304504395
151,19810601,-101.84941486172414,43.941226869999014,360158400000,19.810001373291016,31.309999465942383,8.310999870300293,0.0,1981-05-31,1981,5,31,151,,14.810001373291016,507.24904441833496
152,19810602,-101.84941486172414,43.941226869999014,360244800000,17.075000762939453,27.1200008392334,7.031000137329102,8.14799976348877,1981-06-01,1981,6,1,152,,12.075000762939453,519.3240451812744
153,19810603,-101.84941486172414,43.941226869999014,360331200000,13.043000221252441,22.194000244140625,3.8929998874664307,0.0,1981-06-02,1981,6,2,153,,8.043000221252441,527.3670454025269
154,19810604,-101.84941486172414,43.941226869999014,360417600000,18.911001205444336,27.6560001373291,10.166000366210938,0.0,1981-06-03,1981,6,3,154,,13.911001205444336,541.2780466079712
155,19810605,-101.84941486172414,43.941226869999014,360504000000,19.00400161743164,28.51099967956543,9.49899959564209,0.0,1981-06-04,1981,6,4,155,,14.00400161743164,555.2820482254028
